lat lon wh time ws
-23.322323 152.84644 1.2780001 11370.828019296168 4.5299997
-23.342712 152.85216 3.0270002 11380.743672417477 11.62
-23.33941 152.84512 1.761 11390.659330873867 8.719999
-23.365284 152.85379 1.141 11400.574994665105 6.1949997
-23.358429 152.85048 1.3885001 11410.490645616315 6.79
-23.351543 152.84766 1.7105 11420.406289062463 9.655
-23.3359 152.84126 1.4720001 11430.321922923904 7.285
-23.363176 152.85431 2.3760002 11440.237564900715 10.645
-23.351694 152.8523 1.0655 11450.153195687744 4.9799995
-23.337719 152.85248 1.1780001 11460.068823349604 5.58
-23.323372 152.84665 1.079 11469.98446958192 6.7749996
-23.320131 152.84329 1.4275 11479.900120804377 8.059999
-23.334463 152.84665 2.02 11489.815775101306 8.37
-23.345043 152.8483 1.3790001 11499.731427860912 4.1049995
-23.363503 152.85437 0.98100007 11509.647082519485 8.01
-23.999327 152.99986 1.6370001 11514.047127549886 6.41
-23.359186 152.85117 4.2165003 11519.562731300655 13.584999
-23.331345 152.83813 1.4345001 11529.478371310746 4.97
-23.33468 152.84036 3.0415 11539.3940120443 12.75
-23.364363 152.85461 2.8635 11549.309657298843 13.264999
-23.340164 152.84497 1.1070001 11559.225288379821 5.5099998
-23.33625 152.84648 1.4230001 11569.140923235915 8.2
-23.32682 152.84787 1.289 11579.056554333714 6.7
-23.324131 152.84573 0.69750005 11588.972204408958 2.4650002
-23.341896 152.85199 1.8830001 11598.887858796283 11.46
-23.35345 152.85431 2.1335 11608.803509747493 11.459999
-23.358541 152.85344 1.067 11618.719157895655 6.965
-23.36244 152.85365 1.21 11628.634805320413 7.27
    
-23.338205 152.84718 3.6540003 11648.466085159918 10.66
-23.342648 152.85223 0.857 11658.381724220526 5.99
-23.32663 152.84714 2.617 11668.297356183117 12.174999
-23.327078 152.84973 0.95500004 11678.212991084321 2.9099998
    
-23.333214 152.8493 1.4025 11698.044280333328 5.045
-23.331043 152.84671 0.98600006 11707.959927842836 6.7799997
-23.347565 152.85196 1.7295 11717.875578613253 8.545
-23.36309 152.85637 2.5855002 11727.791228298622 7.7699995
-23.336626 152.84363 0.70300007 11737.706868037465 3.84
-23.357635 152.85367 1.6725001 11747.62251907913 7.13
-23.319748 152.83876 1.7975001 11757.53815303091 6.455
-23.349257 152.85452 1.692 11767.45379891852 9.674999
-23.341408 152.85307 1.085 11777.369432418258 6.0699997
-23.324547 152.8476 1.4745002 11787.285061645496 6.045
-23.33922 152.85182 2.588 11797.200713342754 11.55
-23.338526 152.8489 1.5330001 11807.116365401656 7.85
-23.347643 152.85213 4.6675005 11817.032017986116 17.47
-23.338087 152.84755 1.9280001 11826.947664207197 7.23
-23.31881 152.83783 1.075 11836.86330629699 6.04
-23.361412 152.8551 1.034 11846.778962764074 6.1
-23.356441 152.85156 1.6265001 11856.694608018617 8.37
-23.339941 152.8436 1.5595001 11866.61025047017 7.5099998
-23.355843 152.85083 0.901 11876.525899839064 4.89
-23.33742 152.84235 0.99100006 11886.441538176383 2.995
    
-23.353142 152.8492 0.79450005 11906.272822016967 4.79
-23.355173 152.85213 0.85450006 11916.188461258484 7.56
-23.34357 152.85104 1.3485 11926.104095379822 5.9349995
-23.325462 152.84805 0.612 11936.019725897058 5.7299995
-23.339357 152.85197 1.2490001 11945.935379231814 4.83
-23.348066 152.85226 0.92700005 11955.851030363818 7.765
-23.353432 152.85141 1.3285 11965.766679325781 4.46
-23.358727 152.85158 1.5395001 11975.682328287745 7.3499994
-23.358192 152.85092 0.7670001 11985.597975712502 5.09
-23.352821 152.84982 1.2415 11995.513619068312 6.355
-23.364052 152.85693 1.6270001 12005.429262424004 8.65
-23.352156 152.85313 1.8925002 12015.344897054078 9.76
-23.337076 152.84747 1.416 12025.260529378313 9.639999
