test00055,407351.848,7400138.165,56,South
test00056,407352.174,7400138.18,56,South
test00057,407352.513,7400138.146,56,South
test00058,407352.806,7400138.1,56,South
test00059,407353.249,7400138.223,56,South
test00060,407353.514,7400138.169,56,South
test00061,407353.77,7400138.152,56,South
test00062,407354.037,7400138.202,56,South
test00063,407354.352,7400138.16,56,South
test00064,407354.72,7400138.163,56,South
test00065,407355.12,7400138.202,56,South
test00066,407355.378,7400138.163,56,South
test00067,407355.671,7400138.265,56,South
test00068,407355.93,7400138.275,56,South
test00069,407356.184,7400138.266,56,South
test00070,407356.461,7400138.335,56,South
test00071,407356.813,7400138.354,56,South
test00072,407357.1,7400138.37,56,South
test00073,407357.44,7400138.42,56,South
test00074,407357.821,7400138.353,56,South
test00075,407358.18,7400138.354,56,South
test00076,407358.548,7400138.344,56,South
test00077,407358.9,7400138.284,56,South
test00078,407359.257,7400138.3,56,South
test00079,407359.603,7400138.301,56,South
test00080,407359.971,7400138.26,56,South
test00081,407360.309,7400138.302,56,South
test00082,407360.65,7400138.317,56,South
test00083,407360.978,7400138.29,56,South
test00084,407361.28,7400138.33,56,South
test00085,407361.59,7400138.336,56,South
test00086,407361.911,7400138.359,56,South
test00087,407362.267,7400138.374,56,South
test00088,407362.562,7400138.345,56,South
test00089,407362.889,7400138.425,56,South
test00090,407363.267,7400138.42,56,South
test00091,407363.544,7400138.319,56,South
test00092,407363.758,7400138.09,56,South
test00093,407363.84,7400137.721,56,South
test00094,407363.92,7400137.37,56,South
test00095,407363.54,7400137.27,56,South
test00096,407363.261,7400137.1,56,South
test00097,407362.978,7400136.94,56,South
test00098,407362.638,7400136.999,56,South
test00099,407362.226,7400136.981,56,South
test00100,407361.8,7400136.953,56,South
test00101,407361.326,7400136.92,56,South
test00102,407361.028,7400136.786,56,South
test00103,407360.682,7400136.615,56,South
test00104,407360.301,7400136.453,56,South
test00105,407359.916,7400136.334,56,South
test00106,407359.54,7400136.196,56,South
test00107,407359.074,7400136.135,56,South
test00108,407358.648,7400136.066,56,South
test00109,407358.303,7400135.93,56,South
test00110,407357.883,7400135.904,56,South
test00111,407357.504,7400135.854,56,South
test00112,407357.24,7400135.717,56,South
test00113,407356.908,7400135.639,56,South
test00114,407356.527,7400135.547,56,South
test00115,407356.221,7400135.382,56,South
test00116,407355.919,7400135.272,56,South
test00117,407355.589,7400135.205,56,South
test00118,407355.33,7400135.051,56,South
test00119,407354.96,7400134.911,56,South
test00120,407354.642,7400134.931,56,South
test00121,407354.312,7400134.902,56,South
test00122,407354.067,7400134.809,56,South
test00123,407353.761,7400134.715,56,South
test00124,407353.322,7400134.573,56,South
test00125,407352.91,7400134.44,56,South
test00126,407352.581,7400134.383,56,South
test00127,407352.168,7400134.211,56,South
test00128,407351.749,7400134.092,56,South
test00129,407351.403,7400133.99,56,South
test00130,407351.1,7400133.869,56,South
test00131,407350.8,7400133.743,56,South
test00132,407350.45,7400133.667,56,South
test00133,407350.137,7400133.572,56,South
test00134,407349.863,7400133.482,56,South
test00135,407349.581,7400133.447,56,South
test00136,407349.234,7400133.356,56,South
test00137,407348.856,7400133.234,56,South
test00138,407348.486,7400133.177,56,South
test00139,407348.2,7400133.101,56,South
test00140,407347.798,7400133.02,56,South
test00141,407347.381,7400132.852,56,South
test00142,407347.132,7400132.68,56,South
test00143,407346.839,7400132.567,56,South
test00144,407346.526,7400132.543,56,South
test00145,407346.186,7400132.461,56,South
test00146,407345.934,7400132.28,56,South
test00147,407345.471,7400132.15,56,South
test00148,407345.03,7400131.846,56,South
test00149,407344.71,7400131.641,56,South
test00150,407344.378,7400131.53,56,South
test00151,407344.004,7400131.385,56,South
test00152,407343.79,7400131.236,56,South
test00153,407343.443,7400131.092,56,South
test00154,407343.146,7400130.93,56,South
test00155,407342.902,7400130.69,56,South
test00156,407342.934,7400130.431,56,South
test00157,407343.2,7400130.35,56,South
test00158,407343.371,7400130.113,56,South
test00159,407343.628,7400130.046,56,South
test00160,407343.996,7400129.911,56,South
test00161,407344.24,7400129.855,56,South
test00162,407344.511,7400129.889,56,South
test00163,407344.75,7400129.779,56,South
test00164,407344.978,7400129.666,56,South
test00165,407345.262,7400129.671,56,South
test00166,407345.548,7400129.696,56,South
test00167,407345.909,7400129.656,56,South
test00168,407346.29,7400129.739,56,South
test00169,407346.657,7400129.875,56,South
test00170,407346.989,7400129.883,56,South
test00171,407347.273,7400129.95,56,South
test00172,407347.512,7400130.03,56,South
test00173,407347.859,7400129.951,56,South
test00174,407348.116,7400130.004,56,South
test00175,407348.364,7400130.114,56,South
test00176,407348.649,7400130.054,56,South
test00177,407348.95,7400130.102,56,South
test00178,407349.279,7400130.074,56,South
test00179,407349.519,7400129.919,56,South
test00180,407349.772,7400129.935,56,South
test00181,407350.02,7400129.872,56,South
test00182,407350.307,7400129.915,56,South
test00183,407350.57,7400129.866,56,South
test00184,407350.813,7400129.927,56,South
test00185,407351.057,7400129.866,56,South
test00186,407351.383,7400129.883,56,South
test00187,407351.666,7400129.931,56,South
test00188,407351.95,7400129.955,56,South
test00189,407352.269,7400130.0,56,South
test00190,407352.641,7400129.996,56,South
test00191,407352.917,7400129.956,56,South
test00192,407353.2,7400129.999,56,South
test00193,407353.461,7400130.04,56,South
test00194,407353.784,7400129.941,56,South
test00195,407354.039,7400129.926,56,South
test00196,407354.316,7400130.047,56,South
test00197,407354.569,7400130.041,56,South
test00198,407354.933,7400130.04,56,South
test00199,407355.242,7400129.969,56,South
test00200,407355.741,7400130.079,56,South
test00201,407356.098,7400130.029,56,South
test00202,407356.353,7400130.006,56,South
test00203,407356.614,7400130.106,56,South
test00204,407356.98,7400130.115,56,South
test00205,407357.351,7400130.1,56,South
test00206,407357.654,7400130.171,56,South
test00207,407357.983,7400130.13,56,South
test00208,407358.34,7400130.091,56,South
test00209,407358.782,7400130.195,56,South
test00210,407359.208,7400130.239,56,South
test00211,407359.634,7400130.231,56,South
test00212,407360.063,7400130.26,56,South
test00213,407360.453,7400130.219,56,South
test00214,407360.822,7400130.18,56,South
test00215,407361.249,7400130.207,56,South
test00216,407361.65,7400130.16,56,South
test00217,407361.974,7400130.072,56,South
test00218,407362.312,7400130.05,56,South
test00219,407362.653,7400129.909,56,South
test00220,407362.971,7400129.801,56,South
test00221,407363.22,7400129.646,56,South
test00222,407363.399,7400129.267,56,South
test00223,407363.441,7400128.933,56,South
test00224,407363.49,7400128.5,56,South
test00225,407363.38,7400128.269,56,South
test00226,407363.05,7400128.007,56,South
test00227,407362.729,7400127.773,56,South
test00228,407362.479,7400127.67,56,South
test00229,407362.231,7400127.472,56,South
test00230,407362.031,7400127.311,56,South
test00231,407361.772,7400127.344,56,South
test00232,407361.426,7400127.2,56,South
test00233,407361.159,7400126.952,56,South
test00234,407360.9,7400126.93,56,South
test00235,407360.579,7400126.807,56,South
test00236,407360.283,7400126.674,56,South
test00237,407359.961,7400126.566,56,South
test00238,407359.613,7400126.525,56,South
test00239,407359.292,7400126.326,56,South
test00240,407358.884,7400126.149,56,South
test00241,407358.531,7400126.02,56,South
test00242,407358.259,7400125.826,56,South
test00243,407357.976,7400125.8,56,South
test00244,407357.707,7400125.77,56,South
test00245,407357.438,7400125.686,56,South
test00246,407357.134,7400125.466,56,South
test00247,407356.789,7400125.399,56,South
test00248,407356.482,7400125.292,56,South
test00249,407356.248,7400125.175,56,South
test00250,407355.963,7400125.105,56,South
test00251,407355.669,7400125.026,56,South
test00252,407355.401,7400124.827,56,South
test00253,407355.039,7400124.773,56,South
test00254,407354.778,7400124.713,56,South
test00255,407354.432,7400124.483,56,South
test00256,407354.15,7400124.495,56,South
test00257,407353.88,7400124.36,56,South
test00258,407353.6,7400124.224,56,South
test00259,407353.21,7400124.201,56,South
test00260,407352.809,7400124.047,56,South
test00261,407352.564,7400123.965,56,South
test00262,407352.104,7400123.967,56,South
test00263,407351.839,7400123.91,56,South
test00264,407351.454,7400123.955,56,South
test00265,407351.202,7400123.93,56,South
test00266,407350.91,7400123.824,56,South
test00267,407350.548,7400123.755,56,South
test00268,407350.233,7400123.72,56,South
test00269,407349.971,7400123.573,56,South
test00270,407349.601,7400123.476,56,South
test00271,407349.357,7400123.4,56,South
test00272,407349.112,7400123.323,56,South
test00273,407348.787,7400123.31,56,South
test00274,407348.368,7400123.214,56,South
test00275,407347.956,7400123.086,56,South
test00276,407347.506,7400123.025,56,South
test00277,407347.229,7400123.001,56,South
test00278,407346.928,7400122.952,56,South
test00279,407346.607,7400122.897,56,South
test00280,407346.196,7400122.804,56,South
test00281,407345.904,7400122.686,56,South
test00282,407345.614,7400122.5,56,South
test00283,407345.347,7400122.333,56,South
test00284,407345.079,7400122.07,56,South
test00285,407345.003,7400121.755,56,South
test00286,407344.973,7400121.484,56,South
test00287,407344.84,7400121.15,56,South
test00288,407344.934,7400120.853,56,South
test00289,407344.921,7400120.601,56,South
test00290,407344.999,7400120.337,56,South
test00291,407345.252,7400120.083,56,South
test00292,407345.477,7400119.856,56,South
test00293,407345.741,7400119.57,56,South
test00294,407346.087,7400119.393,56,South
test00295,407346.43,7400119.237,56,South
test00296,407346.8,7400119.026,56,South
test00297,407347.334,7400118.933,56,South
test00298,407347.617,7400118.784,56,South
test00299,407347.968,7400118.637,56,South
test00300,407348.302,7400118.569,56,South
test00301,407348.583,7400118.535,56,South
test00302,407348.88,7400118.457,56,South
test00303,407349.238,7400118.324,56,South
test00304,407349.594,7400118.333,56,South
test00305,407349.84,7400118.221,56,South
test00306,407350.29,7400118.173,56,South
test00307,407350.611,7400118.189,56,South
test00308,407350.926,7400118.1,56,South
test00309,407351.221,7400118.072,56,South
test00310,407351.524,7400118.08,56,South
test00311,407351.802,7400117.972,56,South
test00312,407352.102,7400117.884,56,South
test00313,407352.359,7400117.753,56,South
test00314,407352.654,7400117.589,56,South
test00315,407352.9,7400117.241,56,South
test00316,407353.224,7400117.154,56,South
test00317,407353.473,7400117.102,56,South
test00318,407353.738,7400117.063,56,South
test00319,407354.09,7400116.851,56,South
test00320,407354.387,7400116.816,56,South
test00321,407354.758,7400116.833,56,South
test00322,407355.088,7400116.696,56,South
test00323,407355.46,7400116.67,56,South
test00324,407355.758,7400116.593,56,South
test00325,407355.989,7400116.494,56,South
test00326,407356.39,7400116.406,56,South
test00327,407356.82,7400116.297,56,South
test00328,407357.05,7400116.167,56,South
test00329,407357.321,7400116.059,56,South
test00330,407357.607,7400116.001,56,South
test00331,407357.901,7400115.966,56,South
test00332,407358.338,7400115.834,56,South
test00333,407358.708,7400115.8,56,South
test00334,407359.063,7400115.703,56,South
test00335,407359.499,7400115.491,56,South
test00336,407359.737,7400115.389,56,South
test00337,407360.137,7400115.176,56,South
test00338,407360.372,7400115.069,56,South
test00339,407360.787,7400114.946,56,South
test00340,407361.266,7400114.749,56,South
test00341,407361.52,7400114.6,56,South
test00342,407361.877,7400114.511,56,South
test00343,407362.179,7400114.412,56,South
test00344,407362.434,7400114.224,56,South
test00345,407362.748,7400114.086,56,South
test00346,407362.638,7400113.674,56,South
test00347,407362.54,7400113.355,56,South
test00348,407362.457,7400112.94,56,South
test00349,407362.16,7400112.74,56,South
test00350,407361.84,7400112.573,56,South
test00351,407361.612,7400112.29,56,South
test00352,407361.439,7400112.099,56,South
test00353,407361.231,7400111.9,56,South
test00354,407361.061,7400111.716,56,South
test00355,407360.65,7400111.5,56,South
test00356,407360.33,7400111.254,56,South
test00357,407359.944,7400111.141,56,South
test00358,407359.647,7400110.982,56,South
test00359,407359.378,7400110.763,56,South
test00360,407359.1,7400110.612,56,South
test00361,407358.742,7400110.501,56,South
test00362,407358.4,7400110.277,56,South
test00363,407358.071,7400110.106,56,South
test00364,407357.746,7400109.923,56,South
test00365,407357.42,7400109.856,56,South
test00366,407357.15,7400109.63,56,South
test00367,407356.749,7400109.409,56,South
test00368,407356.43,7400109.261,56,South
test00369,407356.23,7400109.07,56,South
test00370,407355.77,7400108.899,56,South
test00371,407355.531,7400108.816,56,South
test00372,407355.23,7400108.69,56,South
test00373,407354.941,7400108.557,56,South
test00374,407354.644,7400108.423,56,South
test00375,407354.462,7400108.24,56,South
test00376,407354.319,7400107.936,56,South
test00377,407353.977,7400107.859,56,South
test00378,407353.65,7400107.823,56,South
test00379,407353.416,7400107.675,56,South
test00380,407353.384,7400107.384,56,South
test00381,407353.103,7400107.351,56,South
test00382,407352.798,7400107.33,56,South
test00383,407352.533,7400107.297,56,South
test00384,407352.297,7400107.523,56,South
test00385,407351.999,7400107.584,56,South
test00386,407351.729,7400107.489,56,South
test00387,407351.301,7400107.63,56,South
test00388,407350.984,7400107.643,56,South
test00389,407350.749,7400107.33,56,South
test00390,407350.46,7400107.165,56,South
test00391,407350.222,7400107.0,56,South
test00392,407350.199,7400106.595,56,South
test00393,407350.202,7400106.21,56,South
test00394,407350.179,7400105.812,56,South
test00395,407350.383,7400105.529,56,South
test00396,407350.538,7400105.232,56,South
test00397,407350.718,7400104.909,56,South
test00398,407350.907,7400104.697,56,South
test00399,407351.012,7400104.445,56,South
test00400,407351.132,7400104.125,56,South
test00401,407351.308,7400103.946,56,South
test00402,407351.591,7400103.776,56,South
test00403,407351.867,7400103.754,56,South
test00404,407352.17,7400103.656,56,South
test00405,407352.442,7400103.594,56,South
test00406,407352.663,7400103.466,56,South
test00407,407352.974,7400103.356,56,South
test00408,407353.241,7400103.247,56,South
test00409,407353.519,7400103.114,56,South
test00410,407353.837,7400103.039,56,South
test00411,407354.099,7400102.965,56,South
test00412,407354.388,7400103.03,56,South
test00413,407354.753,7400103.055,56,South
test00414,407355.079,7400103.033,56,South
test00415,407355.449,7400103.032,56,South
test00416,407355.881,7400102.931,56,South
test00417,407356.27,7400102.823,56,South
test00418,407356.589,7400102.796,56,South
test00419,407356.932,7400102.697,56,South
test00420,407357.206,7400102.655,56,South
test00421,407357.514,7400102.581,56,South
test00422,407357.796,7400102.466,56,South
test00423,407358.162,7400102.476,56,South
test00424,407358.478,7400102.403,56,South
test00425,407358.869,7400102.294,56,South
test00426,407359.312,7400102.175,56,South
test00427,407359.594,7400102.041,56,South
test00428,407359.86,7400101.95,56,South
test00429,407360.1,7400101.807,56,South
test00430,407360.252,7400101.554,56,South
test00431,407360.376,7400101.319,56,South
test00432,407360.462,7400101.046,56,South
test00433,407360.252,7400100.739,56,South
test00434,407360.054,7400100.574,56,South
test00435,407359.762,7400100.362,56,South
test00436,407359.534,7400100.19,56,South
test00437,407359.319,7400100.056,56,South
test00438,407358.993,7400099.904,56,South
test00439,407358.518,7400099.889,56,South
test00440,407358.263,7400099.741,56,South
test00441,407358.141,7400099.52,56,South
test00442,407357.863,7400099.38,56,South
test00443,407357.592,7400099.156,56,South
test00444,407357.389,7400098.937,56,South
test00445,407357.069,7400098.805,56,South
test00446,407356.726,7400098.64,56,South
test00447,407356.402,7400098.4,56,South
test00448,407356.021,7400098.243,56,South
test00449,407355.657,7400098.133,56,South
test00450,407355.306,7400097.894,56,South
test00451,407355.106,7400097.74,56,South
test00452,407354.664,7400097.57,56,South
test00453,407354.431,7400097.309,56,South
test00454,407354.17,7400097.192,56,South
test00455,407353.877,7400097.111,56,South
test00456,407353.53,7400096.862,56,South
test00457,407353.348,7400096.685,56,South
test00458,407352.969,7400096.481,56,South
test00459,407352.822,7400096.172,56,South
test00460,407352.614,7400096.0,56,South
test00461,407352.349,7400095.774,56,South
test00462,407352.12,7400095.454,56,South
test00463,407351.88,7400095.124,56,South
test00464,407351.641,7400095.0,56,South
test00465,407351.393,7400094.752,56,South
test00466,407351.2,7400094.444,56,South
test00467,407350.933,7400094.243,56,South
test00468,407350.683,7400094.03,56,South
test00469,407350.527,7400093.807,56,South
test00470,407350.4,7400093.49,56,South
test00471,407350.28,7400093.234,56,South
test00472,407350.128,7400092.972,56,South
test00473,407350.082,7400092.711,56,South
test00474,407349.9,7400092.474,56,South
test00475,407349.689,7400092.246,56,South
test00476,407349.521,7400091.869,56,South
test00477,407349.357,7400091.54,56,South
test00478,407349.226,7400091.192,56,South
test00479,407349.257,7400090.904,56,South
test00480,407349.364,7400090.572,56,South
test00481,407349.367,7400090.229,56,South
test00482,407349.603,7400090.035,56,South
test00483,407349.799,7400089.82,56,South
test00484,407349.886,7400089.55,56,South
test00485,407350.2,7400089.386,56,South
test00486,407350.419,7400089.245,56,South
test00487,407350.646,7400088.95,56,South
test00488,407350.907,7400088.813,56,South
test00489,407351.187,7400088.593,56,South
test00490,407351.403,7400088.344,56,South
test00491,407351.7,7400088.309,56,South
test00492,407351.92,7400088.314,56,South
test00493,407352.146,7400088.165,56,South
test00494,407352.479,7400088.097,56,South
test00495,407352.734,7400087.977,56,South
test00496,407353.016,7400087.869,56,South
test00497,407353.347,7400087.816,56,South
test00498,407353.65,7400087.666,56,South
test00499,407353.918,7400087.512,56,South
test00500,407354.226,7400087.371,56,South
test00501,407354.466,7400087.186,56,South
test00502,407354.633,7400086.954,56,South
test00503,407354.828,7400086.656,56,South
test00504,407355.039,7400086.435,56,South
test00505,407355.32,7400086.502,56,South
test00506,407355.592,7400086.48,56,South
test00507,407355.958,7400086.356,56,South
test00508,407356.346,7400086.372,56,South
test00509,407356.649,7400086.351,56,South
test00510,407356.963,7400086.271,56,South
test00511,407357.254,7400086.239,56,South
test00512,407357.53,7400086.146,56,South
test00513,407357.883,7400085.996,56,South
test00514,407358.202,7400085.99,56,South
test00515,407358.533,7400085.97,56,South
test00516,407358.894,7400085.912,56,South
test00517,407359.237,7400085.829,56,South
test00518,407359.48,7400085.68,56,South
test00519,407359.706,7400085.471,56,South
test00520,407359.947,7400085.249,56,South
test00521,407360.072,7400084.969,56,South
test00522,407360.167,7400084.72,56,South
test00523,407360.276,7400084.393,56,South
test00524,407360.298,7400084.096,56,South
test00525,407360.09,7400083.812,56,South
test00526,407359.972,7400083.453,56,South
test00527,407359.814,7400083.175,56,South
test00528,407359.543,7400082.872,56,South
test00529,407359.292,7400082.542,56,South
test00530,407358.989,7400082.332,56,South
test00531,407358.554,7400082.17,56,South
test00532,407358.15,7400081.941,56,South
test00533,407357.752,7400081.702,56,South
test00534,407357.317,7400081.515,56,South
test00535,407356.93,7400081.277,56,South
test00536,407356.638,7400081.132,56,South
test00537,407356.364,7400080.933,56,South
test00538,407356.094,7400080.784,56,South
test00539,407355.789,7400080.639,56,South
test00540,407355.43,7400080.566,56,South
test00541,407355.126,7400080.595,56,South
test00542,407354.9,7400080.549,56,South
test00543,407354.649,7400080.3,56,South
test00544,407354.337,7400080.125,56,South
test00545,407354.121,7400079.91,56,South
test00546,407353.849,7400079.737,56,South
test00547,407353.588,7400079.777,56,South
test00548,407353.327,7400079.684,56,South
test00549,407352.982,7400079.472,56,South
test00550,407352.748,7400079.364,56,South
test00551,407352.42,7400079.354,56,South
test00552,407352.09,7400079.247,56,South
test00553,407351.829,7400079.15,56,South
test00554,407351.577,7400079.026,56,South
test00555,407351.23,7400078.762,56,South
test00556,407350.908,7400078.542,56,South
test00557,407350.66,7400078.447,56,South
test00558,407350.471,7400078.281,56,South
test00559,407350.153,7400078.127,56,South
test00560,407349.9,7400077.951,56,South
test00561,407349.893,7400077.645,56,South
test00562,407349.899,7400077.371,56,South
test00563,407349.95,7400077.026,56,South
test00564,407350.121,7400076.75,56,South
test00565,407350.296,7400076.529,56,South
test00566,407350.526,7400076.371,56,South
test00567,407350.797,7400076.235,56,South
test00568,407351.053,7400076.056,56,South
test00569,407351.368,7400075.94,56,South
test00570,407351.713,7400075.96,56,South
test00571,407351.986,7400075.865,56,South
test00572,407352.328,7400075.795,56,South
test00573,407352.661,7400075.633,56,South
test00574,407352.929,7400075.473,56,South
test00575,407353.22,7400075.51,56,South
test00576,407353.52,7400075.344,56,South
test00577,407353.877,7400075.372,56,South
test00578,407354.136,7400075.353,56,South
test00579,407354.4,7400075.277,56,South
test00580,407354.74,7400075.262,56,South
test00581,407355.017,7400075.183,56,South
test00582,407355.41,7400075.186,56,South
test00583,407355.726,7400075.11,56,South
test00584,407355.883,7400074.907,56,South
test00585,407356.23,7400074.88,56,South
test00586,407356.561,7400074.742,56,South
test00587,407356.91,7400074.594,56,South
test00588,407357.33,7400074.495,56,South
test00589,407357.627,7400074.319,56,South
test00590,407357.969,7400074.19,56,South
test00591,407358.358,7400074.085,56,South
test00592,407358.778,7400073.873,56,South
test00593,407359.189,7400073.715,56,South
test00594,407359.578,7400073.529,56,South
test00595,407359.909,7400073.332,56,South
test00596,407360.362,7400073.087,56,South
test00597,407360.6,7400072.906,56,South
test00598,407360.824,7400072.75,56,South
test00599,407361.014,7400072.47,56,South
test00600,407361.277,7400072.276,56,South
test00601,407361.4,7400071.964,56,South
test00602,407361.303,7400071.623,56,South
test00603,407361.016,7400071.324,56,South
test00604,407360.65,7400071.019,56,South
test00605,407360.427,7400070.761,56,South
test00606,407360.23,7400070.48,56,South
test00607,407359.774,7400070.26,56,South
test00608,407359.362,7400070.06,56,South
test00609,407358.987,7400069.833,56,South
test00610,407358.56,7400069.632,56,South
test00611,407358.161,7400069.465,56,South
test00612,407357.866,7400069.3,56,South
test00613,407357.573,7400069.18,56,South
test00614,407357.299,7400069.059,56,South
test00615,407357.09,7400068.871,56,South
test00616,407356.889,7400068.702,56,South
test00617,407356.663,7400068.559,56,South
test00618,407356.399,7400068.299,56,South
test00619,407356.106,7400068.127,56,South
test00620,407355.84,7400067.826,56,South
test00621,407355.681,7400067.617,56,South
test00622,407355.284,7400067.576,56,South
test00623,407354.907,7400067.526,56,South
test00624,407354.749,7400067.317,56,South
test00625,407354.583,7400067.084,56,South
test00626,407354.134,7400066.93,56,South
test00627,407353.748,7400066.865,56,South
test00628,407353.439,7400066.64,56,South
test00629,407353.358,7400066.371,56,South
test00630,407353.548,7400066.13,56,South
test00631,407353.55,7400065.87,56,South
test00632,407353.56,7400065.473,56,South
test00633,407353.598,7400065.193,56,South
test00634,407353.779,7400064.98,56,South
test00635,407354.014,7400064.812,56,South
test00636,407354.253,7400064.72,56,South
test00637,407354.647,7400064.742,56,South
test00638,407354.946,7400064.556,56,South
test00639,407355.29,7400064.435,56,South
test00640,407355.578,7400064.234,56,South
test00641,407355.729,7400064.009,56,South
test00642,407355.991,7400063.99,56,South
test00643,407356.24,7400063.901,56,South
test00644,407356.59,7400063.83,56,South
test00645,407356.9,7400063.715,56,South
test00646,407357.154,7400063.604,56,South
test00647,407357.414,7400063.559,56,South
test00648,407357.716,7400063.484,56,South
test00649,407358.037,7400063.44,56,South
test00650,407358.377,7400063.239,56,South
test00651,407358.728,7400063.132,56,South
test00652,407359.077,7400063.055,56,South
test00653,407359.426,7400062.88,56,South
test00654,407359.713,7400062.739,56,South
test00655,407359.98,7400062.609,56,South
test00656,407360.219,7400062.36,56,South
test00657,407360.48,7400062.179,56,South
test00658,407360.647,7400061.925,56,South
test00659,407360.819,7400061.7,56,South
test00660,407360.929,7400061.443,56,South
test00661,407360.846,7400061.042,56,South
test00662,407360.688,7400060.685,56,South
test00663,407360.504,7400060.435,56,South
test00664,407360.317,7400060.191,56,South
test00665,407359.976,7400059.845,56,South
test00666,407359.689,7400059.621,56,South
test00667,407359.463,7400059.472,56,South
test00668,407359.208,7400059.247,56,South
test00669,407359.017,7400059.084,56,South
test00670,407358.673,7400058.88,56,South
test00671,407358.392,7400058.741,56,South
test00672,407358.03,7400058.523,56,South
test00673,407357.724,7400058.446,56,South
test00674,407357.454,7400058.367,56,South
test00675,407357.2,7400058.36,56,South
test00676,407357.05,7400058.113,56,South
test00677,407356.726,7400057.966,56,South
test00678,407356.377,7400057.799,56,South
test00679,407356.131,7400057.704,56,South
test00680,407355.97,7400057.483,56,South
test00681,407355.712,7400057.341,56,South
test00682,407355.38,7400057.19,56,South
test00683,407355.213,7400057.099,56,South
test00684,407355.5,7400057.06,56,South
test00685,407355.749,7400056.962,56,South
test00686,407356.062,7400056.925,56,South
test00687,407356.334,7400056.846,56,South
test00688,407356.636,7400056.75,56,South
test00689,407356.888,7400056.707,56,South
test00690,407357.174,7400056.637,56,South
test00691,407357.55,7400056.682,56,South
test00692,407357.898,7400056.66,56,South
test00693,407358.194,7400056.604,56,South
test00694,407358.463,7400056.645,56,South
test00695,407358.879,7400056.695,56,South
test00696,407359.172,7400056.709,56,South
test00697,407359.519,7400056.79,56,South
test00698,407359.911,7400056.864,56,South
test00699,407360.203,7400056.982,56,South
test00700,407360.543,7400057.015,56,South
test00701,407360.882,7400057.033,56,South
test00702,407361.23,7400057.101,56,South
test00703,407361.571,7400057.079,56,South
test00704,407361.899,7400057.183,56,South
test00705,407362.17,7400057.176,56,South
test00706,407362.579,7400057.165,56,South
test00707,407362.831,7400057.216,56,South
test00708,407363.068,7400057.295,56,South
test00709,407363.439,7400057.47,56,South
test00710,407363.801,7400057.711,56,South
test00711,407364.086,7400057.951,56,South
test00712,407364.353,7400058.137,56,South
test00713,407364.762,7400058.324,56,South
test00714,407365.064,7400058.523,56,South
test00715,407365.32,7400058.762,56,South
test00716,407365.567,7400059.053,56,South
test00717,407365.751,7400059.391,56,South
test00718,407365.878,7400059.77,56,South
test00719,407366.009,7400060.165,56,South
test00720,407366.062,7400060.511,56,South
test00721,407366.131,7400060.807,56,South
test00722,407366.312,7400061.106,56,South
test00723,407366.342,7400061.369,56,South
test00724,407366.419,7400061.749,56,South
test00725,407366.494,7400062.03,56,South
test00726,407366.469,7400062.306,56,South
test00727,407366.557,7400062.594,56,South
test00728,407366.538,7400062.929,56,South
test00729,407366.452,7400063.189,56,South
test00730,407366.624,7400063.521,56,South
test00731,407366.688,7400063.766,56,South
test00732,407366.7,7400064.057,56,South
test00733,407366.806,7400064.283,56,South
test00734,407366.899,7400064.56,56,South
test00735,407367.028,7400064.917,56,South
test00736,407367.194,7400065.229,56,South
