test00286,407344.308,7400120.076,1.797,56
test00287,407344.17,7400119.742,1.857,56
test00288,407344.269,7400119.445,1.802,56
test00289,407344.256,7400119.193,1.791,56
test00290,407344.334,7400118.929,1.784,56
test00291,407344.587,7400118.675,1.881,56
test00292,407344.812,7400118.448,1.785,56
test00293,407345.076,7400118.16,1.782,56
test00294,407345.422,7400117.985,1.82,56
test00295,407345.77,7400117.829,1.77,56
test00296,407346.135,7400117.618,1.73,56
test00297,407346.669,7400117.525,1.775,56
test00298,407346.952,7400117.376,1.743,56
test00299,407347.303,7400117.229,1.776,56
test00300,407347.637,7400117.161,1.826,56
test00301,407347.918,7400117.127,1.919,56
test00302,407348.215,7400117.049,1.898,56
test00303,407348.573,7400116.916,1.961,56
test00304,407348.929,7400116.925,2.029,56
test00305,407349.18,7400116.813,2.036,56
test00306,407349.625,7400116.765,2.045,56
test00307,407349.946,7400116.781,2.025,56
test00308,407350.261,7400116.692,1.909,56
test00309,407350.556,7400116.664,1.87,56
test00310,407350.859,7400116.67,1.733,56
test00311,407351.137,7400116.564,1.629,56
test00312,407351.437,7400116.476,1.499,56
test00313,407351.694,7400116.345,1.416,56
test00314,407351.989,7400116.181,1.503,56
test00315,407352.23,7400115.833,1.342,56
test00316,407352.559,7400115.746,1.362,56
test00317,407352.808,7400115.694,1.286,56
test00318,407353.073,7400115.655,1.401,56
test00319,407353.425,7400115.443,1.198,56
test00320,407353.722,7400115.408,1.134,56
test00321,407354.093,7400115.425,1.028,56
test00322,407354.423,7400115.288,0.845,56
test00323,407354.795,7400115.262,0.79,56
test00324,407355.093,7400115.185,0.818,56
test00325,407355.324,7400115.086,0.683,56
test00326,407355.725,7400114.998,0.629,56
test00327,407356.155,7400114.889,0.596,56
test00328,407356.39,7400114.759,0.52,56
test00329,407356.656,7400114.651,0.554,56
test00330,407356.942,7400114.593,0.615,56
test00331,407357.236,7400114.558,0.436,56
test00332,407357.673,7400114.426,0.359,56
test00333,407358.043,7400114.392,0.336,56
test00334,407358.398,7400114.295,0.269,56
test00335,407358.834,7400114.083,0.161,56
test00336,407359.072,7400113.981,0.152,56
test00337,407359.472,7400113.768,0.105,56
test00338,407359.707,7400113.661,0.017,56
test00339,407360.122,7400113.538,0.029,56
test00340,407360.601,7400113.341,0.106,56
test00341,407360.85,7400113.2,-0.067,56
test00342,407361.212,7400113.103,-0.07,56
test00343,407361.514,7400113.004,-0.069,56
test00344,407361.769,7400112.816,-0.11,56
test00345,407362.083,7400112.678,-0.14,56
test00346,407361.973,7400112.266,-0.149,56
test00347,407361.88,7400111.947,-0.145,56
test00348,407361.792,7400111.53,-0.143,56
test00349,407361.495,7400111.33,-0.106,56
test00350,407361.18,7400111.165,-0.035,56
test00351,407360.947,7400110.88,-0.025,56
test00352,407360.774,7400110.691,0.008,56
test00353,407360.566,7400110.492,0.083,56
test00354,407360.396,7400110.308,0.039,56
test00355,407359.985,7400110.092,0.134,56
test00356,407359.665,7400109.846,0.124,56
test00357,407359.279,7400109.733,0.134,56
test00358,407358.982,7400109.574,0.225,56
test00359,407358.713,7400109.355,0.177,56
test00360,407358.44,7400109.204,0.199,56
test00361,407358.077,7400109.093,0.277,56
test00362,407357.7,7400108.869,0.315,56
test00363,407357.406,7400108.698,0.439,56
test00364,407357.081,7400108.515,0.498,56
test00365,407356.755,7400108.448,0.526,56
test00366,407356.485,7400108.22,0.605,56
test00367,407356.084,7400108.001,0.594,56
test00368,407355.765,7400107.853,0.637,56
test00369,407355.57,7400107.66,0.68,56
test00370,407355.105,7400107.491,0.742,56
test00371,407354.866,7400107.408,0.801,56
test00372,407354.565,7400107.28,0.846,56
test00373,407354.276,7400107.149,0.878,56
test00374,407353.979,7400107.015,0.974,56
test00375,407353.797,7400106.832,1.016,56
test00376,407353.654,7400106.528,1.133,56
test00377,407353.312,7400106.451,1.17,56
test00378,407352.98,7400106.415,1.289,56
test00379,407352.751,7400106.267,1.322,56
test00380,407352.719,7400105.976,1.49,56
test00381,407352.438,7400105.943,1.469,56
test00382,407352.133,7400105.92,1.509,56
test00383,407351.868,7400105.889,1.616,56
test00384,407351.632,7400106.115,1.72,56
test00385,407351.334,7400106.176,1.696,56
test00386,407351.064,7400106.081,1.84,56
test00387,407350.636,7400106.22,1.874,56
test00388,407350.319,7400106.235,1.871,56
test00389,407350.084,7400105.922,2.035,56
test00390,407349.795,7400105.757,2.06,56
test00391,407349.557,7400105.59,2.089,56
test00392,407349.534,7400105.187,2.084,56
test00393,407349.537,7400104.802,2.06,56
test00394,407349.514,7400104.404,2.026,56
test00395,407349.718,7400104.121,1.992,56
test00396,407349.873,7400103.824,2.019,56
test00397,407350.053,7400103.501,1.914,56
test00398,407350.242,7400103.289,1.931,56
test00399,407350.347,7400103.037,1.952,56
test00400,407350.467,7400102.717,1.915,56
test00401,407350.643,7400102.538,1.917,56
test00402,407350.926,7400102.368,1.791,56
test00403,407351.202,7400102.346,1.654,56
test00404,407351.51,7400102.248,1.573,56
test00405,407351.777,7400102.186,1.612,56
test00406,407351.998,7400102.058,1.521,56
test00407,407352.309,7400101.948,1.461,56
test00408,407352.576,7400101.839,1.419,56
test00409,407352.854,7400101.706,1.288,56
test00410,407353.172,7400101.631,1.183,56
test00411,407353.434,7400101.557,1.048,56
test00412,407353.723,7400101.622,0.949,56
test00413,407354.088,7400101.647,0.762,56
test00414,407354.414,7400101.625,0.732,56
test00415,407354.784,7400101.624,0.651,56
test00416,407355.216,7400101.523,0.611,56
test00417,407355.605,7400101.415,0.566,56
test00418,407355.924,7400101.388,0.574,56
test00419,407356.267,7400101.289,0.552,56
test00420,407356.541,7400101.247,0.416,56
test00421,407356.849,7400101.173,0.378,56
test00422,407357.131,7400101.058,0.328,56
test00423,407357.497,7400101.068,0.204,56
test00424,407357.813,7400100.995,0.146,56
test00425,407358.204,7400100.886,0.151,56
test00426,407358.647,7400100.767,0.137,56
test00427,407358.929,7400100.633,0.069,56
test00428,407359.195,7400100.542,0.072,56
test00429,407359.435,7400100.399,0.068,56
test00430,407359.587,7400100.146,0.032,56
test00431,407359.711,7400099.911,0.047,56
test00432,407359.797,7400099.638,0.053,56
test00433,407359.587,7400099.331,0.023,56
test00434,407359.389,7400099.166,0.087,56
test00435,407359.097,7400098.954,0.096,56
test00436,407358.869,7400098.782,0.129,56
test00437,407358.654,7400098.648,0.174,56
test00438,407358.328,7400098.496,0.243,56
test00439,407357.853,7400098.481,0.392,56
test00440,407357.598,7400098.333,0.379,56
test00441,407357.476,7400098.11,0.423,56
test00442,407357.198,7400097.972,0.476,56
test00443,407356.927,7400097.748,0.46,56
test00444,407356.724,7400097.529,0.539,56
test00445,407356.404,7400097.397,0.554,56
test00446,407356.061,7400097.23,0.638,56
test00447,407355.737,7400096.992,0.658,56
test00448,407355.356,7400096.835,0.696,56
test00449,407354.992,7400096.725,0.799,56
test00450,407354.641,7400096.486,0.903,56
test00451,407354.441,7400096.332,0.975,56
test00452,407353.999,7400096.16,1.142,56
test00453,407353.766,7400095.901,1.219,56
test00454,407353.51,7400095.784,1.299,56
test00455,407353.212,7400095.703,1.386,56
test00456,407352.86,7400095.454,1.485,56
test00457,407352.683,7400095.277,1.533,56
test00458,407352.304,7400095.073,1.71,56
test00459,407352.157,7400094.764,1.786,56
test00460,407351.949,7400094.592,1.782,56
test00461,407351.684,7400094.366,1.834,56
test00462,407351.455,7400094.046,1.793,56
test00463,407351.215,7400093.716,1.831,56
test00464,407350.976,7400093.59,1.87,56
test00465,407350.728,7400093.344,1.963,56
test00466,407350.5,7400093.036,1.984,56
test00467,407350.268,7400092.835,2.011,56
test00468,407350.018,7400092.622,2.081,56
test00469,407349.862,7400092.399,2.041,56
test00470,407349.735,7400092.08,2.12,56
test00471,407349.615,7400091.826,2.124,56
test00472,407349.463,7400091.564,2.137,56
test00473,407349.417,7400091.303,2.161,56
test00474,407349.235,7400091.066,2.119,56
test00475,407349.024,7400090.838,2.127,56
test00476,407348.856,7400090.461,2.131,56
test00477,407348.692,7400090.13,2.134,56
test00478,407348.561,7400089.784,2.191,56
test00479,407348.592,7400089.496,2.14,56
test00480,407348.699,7400089.164,2.151,56
test00481,407348.702,7400088.821,2.155,56
test00482,407348.938,7400088.627,2.113,56
test00483,407349.134,7400088.41,2.094,56
test00484,407349.221,7400088.14,2.127,56
test00485,407349.535,7400087.978,2.118,56
test00486,407349.754,7400087.837,2.136,56
test00487,407349.981,7400087.542,2.093,56
test00488,407350.242,7400087.405,2.087,56
test00489,407350.522,7400087.185,2.071,56
test00490,407350.738,7400086.936,2.028,56
test00491,407351.0,7400086.901,1.977,56
test00492,407351.255,7400086.906,1.998,56
test00493,407351.481,7400086.757,1.913,56
test00494,407351.814,7400086.689,1.794,56
test00495,407352.069,7400086.569,1.65,56
test00496,407352.351,7400086.461,1.649,56
test00497,407352.682,7400086.408,1.536,56
test00498,407352.985,7400086.258,1.438,56
test00499,407353.253,7400086.104,1.417,56
test00500,407353.561,7400085.963,1.243,56
test00501,407353.801,7400085.778,1.206,56
test00502,407353.968,7400085.546,1.174,56
test00503,407354.163,7400085.248,1.011,56
test00504,407354.374,7400085.027,1.017,56
test00505,407354.655,7400085.094,0.82,56
test00506,407354.927,7400085.072,0.799,56
test00507,407355.293,7400084.948,0.686,56
test00508,407355.681,7400084.964,0.591,56
test00509,407355.984,7400084.943,0.568,56
test00510,407356.298,7400084.863,0.548,56
test00511,407356.589,7400084.831,0.477,56
test00512,407356.87,7400084.738,0.399,56
test00513,407357.218,7400084.588,0.388,56
test00514,407357.537,7400084.58,0.28,56
test00515,407357.868,7400084.562,0.266,56
test00516,407358.229,7400084.504,0.247,56
test00517,407358.572,7400084.421,0.17,56
test00518,407358.82,7400084.27,0.104,56
test00519,407359.041,7400084.063,0.127,56
test00520,407359.282,7400083.841,0.096,56
test00521,407359.407,7400083.561,0.054,56
test00522,407359.502,7400083.31,0.099,56
test00523,407359.611,7400082.985,0.073,56
test00524,407359.633,7400082.688,0.148,56
test00525,407359.43,7400082.404,0.242,56
test00526,407359.307,7400082.045,0.23,56
test00527,407359.149,7400081.767,0.263,56
test00528,407358.878,7400081.464,0.267,56
test00529,407358.627,7400081.134,0.291,56
test00530,407358.324,7400080.924,0.319,56
test00531,407357.889,7400080.762,0.453,56
test00532,407357.485,7400080.533,0.434,56
test00533,407357.087,7400080.294,0.499,56
test00534,407356.652,7400080.107,0.612,56
test00535,407356.265,7400079.869,0.644,56
test00536,407355.973,7400079.724,0.808,56
test00537,407355.699,7400079.525,0.861,56
test00538,407355.429,7400079.376,0.969,56
test00539,407355.124,7400079.231,1.102,56
test00540,407354.77,7400079.158,1.135,56
test00541,407354.461,7400079.187,1.256,56
test00542,407354.2,7400079.141,1.349,56
test00543,407353.984,7400078.9,1.491,56
test00544,407353.672,7400078.717,1.621,56
test00545,407353.456,7400078.502,1.553,56
test00546,407353.184,7400078.329,1.663,56
test00547,407352.923,7400078.369,1.794,56
test00548,407352.662,7400078.276,1.826,56
test00549,407352.317,7400078.064,2.007,56
test00550,407352.083,7400077.956,2.013,56
test00551,407351.76,7400077.946,2.127,56
test00552,407351.42,7400077.839,2.113,56
test00553,407351.164,7400077.742,2.135,56
test00554,407350.912,7400077.618,2.077,56
test00555,407350.565,7400077.354,1.993,56
test00556,407350.243,7400077.134,2.013,56
test00557,407349.995,7400077.039,2.051,56
test00558,407349.806,7400076.873,2.085,56
test00559,407349.488,7400076.719,2.081,56
test00560,407349.23,7400076.543,2.143,56
test00561,407349.228,7400076.237,2.108,56
test00562,407349.234,7400075.963,2.177,56
test00563,407349.28,7400075.618,2.238,56
test00564,407349.456,7400075.34,2.225,56
test00565,407349.631,7400075.121,2.189,56
test00566,407349.861,7400074.963,2.097,56
test00567,407350.132,7400074.827,2.117,56
test00568,407350.388,7400074.648,2.094,56
test00569,407350.703,7400074.532,2.079,56
test00570,407351.048,7400074.552,2.115,56
test00571,407351.321,7400074.457,2.072,56
test00572,407351.663,7400074.387,2.02,56
test00573,407351.996,7400074.225,2.014,56
test00574,407352.264,7400074.065,2.03,56
test00575,407352.555,7400074.102,1.872,56
test00576,407352.855,7400073.936,1.751,56
test00577,407353.212,7400073.964,1.615,56
test00578,407353.471,7400073.945,1.58,56
test00579,407353.73,7400073.869,1.568,56
test00580,407354.08,7400073.854,1.509,56
test00581,407354.352,7400073.775,1.4,56
test00582,407354.74,7400073.778,1.14,56
test00583,407355.061,7400073.702,1.113,56
test00584,407355.218,7400073.499,0.877,56
test00585,407355.57,7400073.47,0.773,56
test00586,407355.896,7400073.334,0.676,56
test00587,407356.245,7400073.186,0.657,56
test00588,407356.66,7400073.087,0.628,56
test00589,407356.962,7400072.911,0.551,56
test00590,407357.304,7400072.782,0.523,56
test00591,407357.693,7400072.677,0.456,56
test00592,407358.113,7400072.465,0.346,56
test00593,407358.524,7400072.307,0.316,56
test00594,407358.913,7400072.121,0.294,56
test00595,407359.244,7400071.924,0.239,56
test00596,407359.697,7400071.679,0.213,56
test00597,407359.94,7400071.498,0.258,56
test00598,407360.159,7400071.34,0.216,56
test00599,407360.349,7400071.06,0.108,56
test00600,407360.612,7400070.868,0.083,56
test00601,407360.735,7400070.556,0.03,56
test00602,407360.638,7400070.215,0.082,56
test00603,407360.351,7400069.916,0.184,56
test00604,407359.985,7400069.611,0.24,56
test00605,407359.762,7400069.353,0.241,56
test00606,407359.57,7400069.07,0.291,56
test00607,407359.109,7400068.852,0.319,56
test00608,407358.697,7400068.652,0.41,56
test00609,407358.322,7400068.425,0.493,56
test00610,407357.895,7400068.224,0.511,56
test00611,407357.496,7400068.057,0.594,56
test00612,407357.201,7400067.9,0.653,56
test00613,407356.908,7400067.772,0.706,56
test00614,407356.634,7400067.651,0.808,56
test00615,407356.42,7400067.463,0.823,56
test00616,407356.224,7400067.294,0.907,56
test00617,407355.998,7400067.151,1.012,56
test00618,407355.734,7400066.891,1.088,56
test00619,407355.441,7400066.719,1.217,56
test00620,407355.17,7400066.418,1.359,56
test00621,407355.016,7400066.209,1.428,56
test00622,407354.619,7400066.168,1.629,56
test00623,407354.242,7400066.118,1.695,56
test00624,407354.084,7400065.909,1.731,56
test00625,407353.918,7400065.676,1.797,56
test00626,407353.469,7400065.52,1.872,56
test00627,407353.083,7400065.457,1.934,56
test00628,407352.774,7400065.23,2.056,56
test00629,407352.693,7400064.963,2.005,56
test00630,407352.883,7400064.72,1.999,56
test00631,407352.89,7400064.462,1.974,56
test00632,407352.895,7400064.065,1.944,56
test00633,407352.933,7400063.785,1.873,56
test00634,407353.114,7400063.57,1.816,56
test00635,407353.349,7400063.404,1.728,56
test00636,407353.588,7400063.312,1.749,56
test00637,407353.982,7400063.334,1.716,56
test00638,407354.281,7400063.148,1.618,56
test00639,407354.625,7400063.027,1.551,56
test00640,407354.913,7400062.826,1.413,56
test00641,407355.064,7400062.601,1.418,56
test00642,407355.326,7400062.58,1.273,56
test00643,407355.58,7400062.493,1.097,56
test00644,407355.93,7400062.422,1.158,56
test00645,407356.235,7400062.307,1.121,56
test00646,407356.489,7400062.196,1.017,56
test00647,407356.749,7400062.151,0.785,56
test00648,407357.051,7400062.076,0.739,56
test00649,407357.372,7400062.03,0.653,56
test00650,407357.712,7400061.831,0.553,56
test00651,407358.063,7400061.724,0.608,56
test00652,407358.412,7400061.647,0.553,56
test00653,407358.761,7400061.472,0.466,56
test00654,407359.048,7400061.331,0.468,56
test00655,407359.315,7400061.201,0.512,56
test00656,407359.554,7400060.95,0.362,56
test00657,407359.82,7400060.771,0.272,56
test00658,407359.982,7400060.517,0.242,56
test00659,407360.154,7400060.292,0.193,56
test00660,407360.264,7400060.035,0.143,56
test00661,407360.181,7400059.634,0.19,56
test00662,407360.023,7400059.277,0.291,56
test00663,407359.839,7400059.027,0.297,56
test00664,407359.652,7400058.783,0.365,56
